verb,translation,present_irregular,separable,reflexive,sxz_ending,nm_ending_regular,nm_ending_irregular,dt_ending,no_en_ending,a_stemchanging,i_stemchanging,ie_stemchanging,stem_changing_t,irregular_other,present_singular_1st_person,present_singular_2nd_person,present_singular_3rd_person,present_plural_1st_person,present_plural_2nd_person,present_plural_3rd_person,present_formal
nachfolgen,to suceed/to come after,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,folge nach,folgst nach,folgt nach,folgen nach,folgt nach,folgen nach,folgen nach
nachfragen,to ask again,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,frage nach,fragst nach,fragt nach,fragen nach,fragt nach,fragen nach,fragen nach
nachfühlen,to feel along with someone/to empathize,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fühle nach,fühlst nach,fühlt nach,fühlen nach,fühlt nach,fühlen nach,fühlen nach
nachfüllen,to refill,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fülle nach,füllst nach,füllt nach,füllen nach,füllt nach,füllen nach,füllen nach
nachgeben,to give in,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,gebe nach,gibst nach,gibt nach,geben nach,gebt nach,geben nach,geben nach
nachschauen,to check/to look up,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schaue nach,schaust nach,schaut nach,schauen nach,schaut nach,schauen nach,schauen nach
nachspielen,to replay,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,spiele nach,spielst nach,spielt nach,spielen nach,spielt nach,spielen nach,spielen nach
nachspüren,to investigate (ideas/causes),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,spüre nach,spürst nach,spürt nach,spüren nach,spürt nach,spüren nach,spüren nach
nachtanken,to top up (fuel),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,tanke nach,tankst nach,tankt nach,tanken nach,tankt nach,tanken nach,tanken nach
nachweisen,to provide evidence for,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,nachweise,nachweist,nachweist,nachweisen,nachweist,nachweisen,nachweisen
nachwürzen,to season again/to spice again,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,würze nach,würzt nach,würzt nach,würzen nach,würzt nach,würzen nach,würzen nach
nagen,to nibble/to gnaw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,nage,nagst,nagt,nagen,nagt,nagen,nagen
naschen,to snack on/to nibble,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,nasche,naschst,nascht,naschen,nascht,naschen,naschen
necken,to tease someone (playfully),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,necke,neckst,neckt,necken,neckt,necken,necken
nehmen,to take,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,nehme,nimmst,nimmt,nehmen,nehmet,nehmen,nehmen
nennen,to call (something),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,nenne,nennst,nennt,nennen,nennt,nennen,nennen
nicken,to nod,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,nicke,nickst,nickt,nicken,nickt,nicken,nicken
nutzen,to make use of (time/opportunities),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,nutze,nutzt,nutzt,nutzen,nutzt,nutzen,nutzen
öffnen,to open,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,öffne,öffnest,öffnet,öffnen,öffnet,öffnen,öffnen
packen,to pack,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,packe,packst,packt,packen,packt,packen,packen
passen,to fit/to suit,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,passe,passt,passt,passen,passt,passen,passen
passieren,to happen/to take place,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,passiere,passierst,passiert,passieren,passiert,passieren,passieren
pfeifen,to whistle,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,pfeife,pfeifst,pfeift,pfeifen,pfeift,pfeifen,pfeifen
pflanzen,to plant,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,pflanze,pflanzt,pflanzt,pflanzen,pflanzt,pflanzen,pflanzen
plagen,to plague/to torment,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,plage,plagst,plagt,plagen,plagt,plagen,plagen
sich plagen,to struggle with (something),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,plage mich,plagst dich,plagt sich,plagen uns,plagt euch,plagen sich,plagen sich
preisen,to praise (God)/to glorify/to extol,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,preise,preist,preist,preisen,preist,preisen,preisen
prüfen,to check/ to test,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,prüfe,prüfst,prüft,prüfen,prüft,prüfen,prüfen
putzen,to clean,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,putze,putzt,putzt,putzen,putzt,putzen,putzen
quälen,to torment/to bully,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,quäle,quälst,quält,quälen,quält,quälen,quälen
sich quälen,to push oneself through unpleasantness,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,quäle mich,quälst dich,quält sich,quälen uns,quält euch,quälen sich,quälen sich
quellen,to gush (liquids)/to swell up (food),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,quelle,quillst,quillt,quellen,quellt,quellen,quellen
rächen,to avenge,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,räche,rächst,rächt,rächen,rächt,rächen,rächen
raten,to advise,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,rate,rätst,rät,raten,ratet,raten,raten
rauchen,to smoke,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,rauche,rauchst,raucht,rauchen,raucht,rauchen,rauchen
rauschen,to rustle/to whoosh,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,rausche,rauschst,rauscht,rauschen,rauscht,rauschen,rauschen
rausschmeißen,to kick out,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schmeiße raus,schmeißt raus,schmeißt raus,schmeißen raus,schmeißt raus,schmeißen raus,schmeißen raus
rausschreien,to scream out (to others hear),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schreie raus,schreist raus,schreit raus,schreien raus,schreit raus,schreien raus,schreien raus
rausschwitzen,to sweat,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schwitze raus,schwitzt raus,schwitzt raus,schwitzen raus,schwitzt raus,schwitzen raus,schwitzen raus
rechnen,to calculate,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,rechne,rechnest,rechnet,rechnen,rechnet,rechnen,rechnen
reiben,to rub/to grate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,reibe,reibst,reibt,reiben,reibt,reiben,reiben
reichen,to be enough/to extend to,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,reiche,reichst,reicht,reichen,reicht,reichen,reichen
reinigen,to clean (thoroughly or professionally),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,reinige,reinigst,reinigt,reinigen,reinigt,reinigen,reinigen
reinschmeißen,to throw in,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schmeiße rein,schmeißt rein,schmeißt rein,schmeißen rein,schmeißt rein,schmeißen rein,schmeißen rein
reinspritzen,to squirt in,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,spritze rein,spritzt rein,spritzt rein,spritzen rein,spritzt rein,spritzen rein,spritzen rein
reinstecken,to stick in,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,stecke rein,steckst rein,steckt rein,stecken rein,steckt rein,stecken rein,stecken rein
reinstopfen,to stuff into,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,stopfe rein,stopfst rein,stopft rein,stopfen rein,stopft rein,stopfen rein,stopfen rein
reinstrahlen,to radiate in,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,strahle rein,strahlst rein,strahlt rein,strahlen rein,strahlt rein,strahlen rein,strahlen rein
reisen,to travel,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,reise,reist,reist,reisen,reist,reisen,reisen
reißen,to tear/to rip,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,reiße,reißt,reißt,reißen,reißt,reißen,reißen
reiten,to ride (on horse or similar animal),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,reite,reitest,reitet,reiten,reitet,reiten,reiten
reizen,to excite/to irritate/to attract,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,reize,reizt,reizt,reizen,reizt,reizen,reizen
rennen,to run/to sprint,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,renne,rennst,rennt,rennen,rennt,rennen,rennen
retten,to rescue,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,rette,rettest,rettet,retten,rettet,retten,retten
richten,to direct/to arrange/to set right,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,richte,richtest,richtet,richten,richtet,richten,richten
riechen,to smell,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,rieche,riechst,riecht,riechen,riecht,riechen,riechen
ringen,to wrestle (sport)/to struggle,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ringe,ringst,ringt,ringen,ringt,ringen,ringen
rollen,to roll,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,rolle,rollst,rollt,rollen,rollt,rollen,rollen
rösten,to roast,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,röste,röstest,röstet,rösten,röstet,rösten,rösten
rücken,to move (something a bit),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,rücke,rückst,rückt,rücken,rückt,rücken,rücken
rufen,to call/to shout,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,rufe,rufst,ruft,rufen,ruft,rufen,rufen
rühren,to stir (cooking),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,rühre,rührst,rührt,rühren,rührt,rühren,rühren
runterfallen,to fall down from somewhere,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,falle runter,fällst runter,fällt runter,fallen runter,fallt runter,fallen runter,fallen runter
runterziehen,to pull down,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ziehe runter,ziehst runter,zieht runter,ziehen runter,zieht runter,ziehen runter,ziehen runter
sagen,to say,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sage,sagst,sagt,sagen,sagt,sagen,sagen
saufen,to drink (like an animal)/to drink heavily,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,saufe,säufst,säuft,saufen,sauft,saufen,saufen
saugen,to pull in (air/liquids/substance),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sauge,saugst,saugt,saugen,saugt,saugen,saugen
säumen,to line/to border/to hem,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,säume,säumst,säumt,säumen,säumt,säumen,säumen
schaden,to harm/to damage,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schade,schadest,schadet,schaden,schadet,schaden,schaden
schaffen,to manage,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schaffe,schaffst,schafft,schaffen,schafft,schaffen,schaffen
schaffen,to create,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schaffe,schaffst,schafft,schaffen,schafft,schaffen,schaffen
schalten,to shift gears (driving),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schalte,schaltest,schaltet,schalten,schaltet,schalten,schalten
schätzen,to estimate/to appreciate,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schätze,schätzt,schätzt,schätzen,schätzt,schätzen,schätzen
schauen,to look/to watch TV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schaue,schaust,schaut,schauten,schaut,schauten,schauten
schäumen,to foam (physically with bubbles/figurately with rage),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schäume,schäumst,schäumt,schäumen,schäumt,schäumen,schäumen
scheinen,to shine (light)/to seem,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,scheine,scheinst,scheint,scheinen,scheint,scheinen,scheinen
schichten,to stack in layers,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schichte,schichtest,schichtet,schichten,schichtet,schichten,schichten
schicken,to send,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schicke,schickst,schickt,schicken,schickt,schicken,schicken
schieben,to push,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schiebe,schiebst,schiebt,schieben,schiebt,schieben,schieben
schießen,to shoot (gun/ball/photos),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schieße,schießt,schießt,schießen,schießt,schießen,schießen
schlachten,to slaughter,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schlachte,schlachtest,schlachtet,schlachten,schlachtet,schlachten,schlachten
schlafen,to sleep,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,schlafe,schläfst,schläft,schlafen,schlaft,schlafen,schlafen
schlagen,to hit/to defeat/to beat (heart)/to strike (clock),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schlage,schlägst,schlägt,schlagen,schlagt,schlagen,schlagen
schleichen,to creep/to sneak,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schleiche,schleichst,schleicht,schleichen,schleicht,schleichen,schleichen
schleifen,to drag,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schleife,schleifst,schleift,schleifen,schleift,schleifen,schleifen
schleifen,to grind/to sand/to sharpen,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schleife,schleifst,schleift,schleifen,schleift,schleifen,schleifen
schlichten,to settle (conflicts)/to smooth (surface),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schlichte,schlichtest,schlichtet,schlichten,schlichtet,schlichten,schlichten
schließen,to shut/to conclude,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schließe,schließt,schließt,schließen,schließt,schließen,schließen
schlüpfen,to slip into/out of (something),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schlüpfe,schlüpfst,schlüpft,schlüpfen,schlüpft,schlüpfen,schlüpfen
schmecken,to taste,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schmecke,schmeckst,schmeckt,schmecken,schmeckt,schmecken,schmecken
schmeißen,to throw,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schmeiße,schmeißt,schmeißt,schmeißen,schmeißt,schmeißen,schmeißen
schmelzen,to melt,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,schmelze,schmilzt,schmilzt,schmelzen,schmelzt,schmelzen,schmelzen
schmerzen,to hurt,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schmerze,schmerzt,schmerzt,schmerzen,schmerzt,schmerzen,schmerzen
schmieren,to smear/to grease/to bribe/to scribble,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schmiere,schmierst,schmiert,schmieren,schmiert,schmieren,schmieren
schmollen,to sulk/to pout,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schmolle,schmollst,schmollt,schmollen,schmollt,schmollen,schmollen
schneiden,to cut (with a knife or scissors)/to edit (film),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schneide,schneidest,schneidet,schneiden,schneidet,schneiden,schneiden
schnüren,to tie/to lace,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schnüre,schnürst,schnürt,schnüren,schnürt,schnüren,schnüren
schöpfen,to scoop/to laddle (liquids),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schöpfe,schöpfst,schöpft,schöpfen,schöpft,schöpfen,schöpfen
schreiben,to write/to author,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schreibe,schreibst,schreibt,schreiben,schreibt,schreiben,schreiben
schreien,to scream/to shriek,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schreie,schreist,schreit,schreien,schreit,schreien,schreien
schreiten,to walk (in a formal way)/to proceed on to something,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schreite,schreitest,schreitet,schreiten,schreitet,schreiten,schreiten
schütteln,to shake (something),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,schüttele,schüttelst,schüttelt,schütteln,schüttelt,schütteln,schütteln
sich schütteln,to shake oneself,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,schüttele mich,schüttelst dich,schüttelt sich,schütteln uns,schüttelt euch,schütteln sich,schütteln sich
schwanken,to sway (physically)/to waver (between choices),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schwanke,schwankst,schwankt,schwanken,schwankt,schwanken,schwanken
schwänzen,to skip class,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schwänze,schwänzt,schwänzt,schwänzen,schwänzt,schwänzen,schwänzen
schwärzen,to blacken,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schwärze,schwärzt,schwärzt,schwärzen,schwärzt,schwärzen,schwärzen
schwatzen,to chat a lot/to reveal secrets,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schwatze,schwatzt,schwatzt,schwatzen,schwatzt,schwatzen,schwatzen
schweben,to hover/to float/to be undecided,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schwebe,schwebst,schwebt,schweben,schwebt,schweben,schweben
schweigen,to be silent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schweige,schweigst,schweigt,schweigen,schweigt,schweigen,schweigen
schwellen,to swell,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,schwelle,schwillst,schwillt,schwellen,schwellt,schwellen,schwellen
schwimmen,to swim,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schwimme,schwimmst,schwimmt,schwimmen,schwimmt,schwimmen,schwimmen
schwinden,to fade/to gradually get less,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schwinde,schwindest,schwindet,schwinden,schwindet,schwinden,schwinden
schwingen,to swing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schwinge,schwingst,schwingt,schwingen,schwingt,schwingen,schwingen
schwitzen,to sweat,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schwitze,schwitzt,schwitzt,schwitzen,schwitzt,schwitzen,schwitzen
schwören,to vow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schwöre,schwörst,schwört,schwören,schwört,schwören,schwören
segnen,to bless,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,segne,segnest,segnet,segnen,segnet,segnen,segnen
sehen,to see,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,sehe,siehst,sieht,sehen,seht,sehen,sehen
sein,to be,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,bin,bist,ist,sein,seid,sein,sein
senden,to send/to broadcast,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sende,sendest,sendet,senden,sendet,senden,senden
senken,to lower something down,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,senke,senkst,senkt,senken,senkt,senken,senken
setzen,to place something/to seat someone/to set rules,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,setze,setzt,setzt,setzen,setzt,setzen,setzen
sich setzen,to sit down,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,setze mich,setzt dich,setzt sich,setzen uns,setzt euch,setzen sich,setzen sich
seufzen,to sigh,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,seufze,seufzt,seufzt,seufzen,seufzt,seufzen,seufzen
